id,date,winner,loser,elo_winner,elo_loser,first_hand,conceded,record
655314007,2025-04-07 22:24:00,chickenheart0809,reika2001,157,126,chickenheart0809,False,r2y4r1y3r2y3r1y2r1y5r1y5r1y3r1y3r4y5r1y3r2y3r5y3r5y1r5y1r5y1r5y2r3y1r4y2r2y2r2y1r2y2r2y2r4y2r1y2r4y2r4y2r1y4r2y1r2y1r1y4r2y4r4y2r4y2r4y5r4y5r4y4r4y4r4y5r3y5r2y5r2y4r5y4r2y4r1y5r3y4r3y4r3y4r3
651884826,2025-04-07 19:18:00,mad rid,izZziCOS,798,1,izZziCOS,False,y1r1y2r1y3r1y1r1y3r1y3r5y5r5y5r5y4r1y4r1y4r4y3r5y3r5y4r5y2r4y2r4y4r2y2r2y2r4y3r2y5r4y5r5y5r2y5r5y5r2y5r2y2r4y2r4y1r4y1r2y4r5y4r1y4r1y1r5y1r5
655256642,2025-04-07 19:06:00,mino24,BeaM59,193,72,BeaM59,False,r5y4r5y4r5y4r4y5r5y3r3y3r3y4r5y4r5y4r5y4r4y4r3y2r3y2r3y2r4y4r5y2r2y3r4y2r2y2r2y5r4y5r2y5r2y5r2y5r2y5r2y5r2y5r1y1r1y2r1y2r1y1r4y3r1y3r4y3r1y4r4y3r4y3r4y4
653819533,2025-04-07 17:26:00,MagoselvaggioHO,Alena2588,435,1,MagoselvaggioHO,False,r5y5r5y5r5y1r5y4r1y3r1y4r1y4r4y4r4y4r1y4r1y4r2y3r4y3r2y3r4y1r4y4r2y2r4y3r4y1r4y2r4y3r4y3r5y5r5y1r5y5r5y5r1y4r2y1r4y1r5y1r5y5r5y5r3y2r3y5r3y1r3y1r3y5r3y5r3y5r5y1r1y1r5y4r5
655228842,2025-04-07 17:23:00,a_trex,Arony Pony,128,74,a_trex,False,r1y4r1y4r1y3r2y5r4y4r3y4r4y1r2y3r3y4r3y4r3y4r3y3r2y3r2y3r4y3r4y4r3y3r3y1r2y5r3y4r3y4r4y1r4y3r1y1r5y1r3y1r4y3r4y1r3y1r5y2r1y1r4y1r5y1r5y1r5y1r1y2r1y5r2y2r5y2r2y2r2y1r1y1r5y2r2y2r2
642227301,2025-04-07 04:22:00,Celedrah,Sigerregis,146,1,Sigerregis,False,y4r4y5r2y5r3y3r3y4r3y1r1y1r1y2r2y3r1y3r5y5r1y4r5y3r5y4r3y4r5y2r1y1r1y3r1y3r2y2r2y2r2y3r2y2r3y1r4y1r3y1r2y2r4y3r4y3r4y1r4y1r4y2r4y4r2y2r4y2r4y2r5y2r5y5r2y4r2y2r2y2r2y5r2y5r2
655004847,2025-04-07 04:14:00,Vergilll,yanosiia,190,108,yanosiia,False,y5r5y5r5y5r5y5r5y5r5y5r5y5r1y5r3y1r2y1r2y3r2y2r3y2r3y1r2y2r2y2r2y2r2y2r2y3r4y3r4y3r4y1r3y1r4y3r4y3r4y1r4y2r3y1r4y1r4y1r4y1r4y2r4y2r4y3r4y4r5y4r5y4r4y4r4y4r4
655005135,2025-04-07 04:07:00,yanosiia,Vergilll,126,173,yanosiia,False,y5r3y5r3y5r3y5r4y1r4y5r4y1r4y5r4y4r4y2r4y2r4y2r2y3r1y4r1y4r1y4r3y3r3y3r1y4r1y4r1y3r3y4r1y5r1y4r2y3r2y3r2y2r2y5r5y1r5y1r5y1r5y1r5y1r5y5
655001602,2025-04-07 04:01:00,Vergilll,yanosiia,198,100,Vergilll,False,r2y3r5y3r4y3r4y5r5y5r5y3r5y2r4y2r4y3r2y2r2y2r2y4r1y1r5y1r1y1r1y1r1y5r1y5r1y5r2y5r2y1r2y2r2y2r4y2r3y3r4y1r3y1r5y1r5y1r5y1r5y1r4y1r4y3r4y2r4y2r3y2r4y2r1y5r1y2r5y2r5
654953352,2025-04-07 01:56:00,Le Val,RemusRemus,131,199,Le Val,False,r4y2r4y2r2y3r2y2r2y2r2y3r2y2r2y2r2y2r2y2r2y3r4y4r4y4r3y2r3y2r5y5r5y5r5y5r5y5r4y5r4y5r4y5r4y5r5y1r5y1r5y4r5y4r3y4r3y3r3y3r3y3r3
647861272,2025-04-06 19:58:00,SloubiWolf,Pevekas,122,1,Pevekas,False,y4r5y4r3y1r5y1r5y3r2y5r5y5r5y5r4y5r4y5r3y5r3y4r3y4r3y5r2y2r2y2r3y4r4y2r2y3r4y4r2y2r2y2r2y3r2y4r4y3r4y2r4y2r4y2r4y3r4y3r1y3r1y3r1y4r4y1r1y1r1y1r1y1r1y4r1
643867934,2025-04-06 16:47:00,GRRomain,alethvero,370,100,alethvero,False,r2y3r4y3r4y4r4y4r4y5r4y4r4y4r4y4r4y4r4y1r2y1r2y3r3y2r3y4r3y2r3y5r2y5r2y2r2y4r2y2r2y2r3y5r3y2r3y3r3y5r3y5r3y2r1y3r1y2r1y3r1y4r1y5r1y5
654664819,2025-04-06 10:32:00,Maga Abraxas,perpiente,153,72,perpiente,False,y3r2y5r2y5r2y4r3y3r3y5r3y5r4y3r4y5r3y5r3y3r4y3r3y3r5y3r5y1r5y1r5y2r5y2r5y2r4y2r4y5r4y5r4y5r4y5r1y5r1y2r1y4r2y4r2y4r2y2r2y4r2y4r2y4r1y2r1y2r5y1r5y1r5
654663677,2025-04-06 10:26:00,Maga Abraxas,perpiente,146,72,Maga Abraxas,False,r5y5r5y5r5y5r5y5r5y5r5y5r5y5r5y5r4y3r4y3r3y3r3y1r3y1r3y2r3y2r2y1r3y1r4y4r4y1r4y3r4y3r2y3r2y4r4y1r4y4r4y4r4y4r4y4r2y4r2y4r2y4r2y2r2y1r1y1r2y2r2y1r2
654660046,2025-04-06 10:19:00,Maga Abraxas,perpiente,138,72,perpiente,False,r3y1r3y1r3y3r2y3r2y3r4y3r4y3r4y3r4y4r1y4r2y5r2y5r2y1r5y1r2y1r2y1r2y1r3y1r3y4r3y4r4y3r4y4r5y3r1y3r5y2r1y2r1y2r1y2r1y2r1y2r1y2r4y4r4y2r4y4r4y4r4y2
649726571,2025-04-06 05:51:00,biggancho,fubeca23,138,181,biggancho,False,y4r3y3r3y1r3y3r4y3r2y5r4y5r2y3r1y5r3y4r3y1r2y4r2y3r2y4r2y4r2y4r2y3r3y1r5y1r5y3r5y5r5y5r4y3r4y4r5y5r4y5r4y5r4y3r5y1r5y1r5y1r4y1r4y1r4y4
651671117,2025-04-06 03:16:00,Steve050261,Dwight_McCarthy,547,208,Steve050261,False,r1y4r5y4r5y4r4y3r5y5r5y4r4y2r1y4r1y4r1y4r2y2r2y2r2y4r5y5r5y2r5y2r4y3r5y2r5y2r5y5r5y2r3y2r5y2r5y3r5y2r5y2r4y2r5y3r5y2r5y2r5y2r4y5r5y5r5y5r5y4r4y4r4y2r2y2r2y3r2y2r3y2r3y4r4y4r4y4r4y1r4y1r4y1r3y4r4y4r4y1r4y1r4y4r4y2r4y2r2y4r3y2r4y2r1y2r4y2r3y1r1y1r5y3r5y3r5
654442193,2025-04-05 23:46:00,suzuki4545,plasmaebi,91,100,suzuki4545,False,y3r2y3r2y2r2y5r2y5r5y5r3y5r3y4r3y1r5y1r5y1r5y3r5y3r5y3r2y2r4y2r2y1r4y1r2y4r4y2r4y2r2y2r2y1r3y4r5y3r4y3r3y4r5y3r5y4r3y2r3y5r3y2r3y4r4y4r4y5r4y4r4y4r4y5r4y5r4y5r4y4
654440021,2025-04-05 23:38:00,plasmaebi,suzuki4545,112,57,plasmaebi,False,y3r5y5r5y5r2y3r2y4r3y2r2y2r3y3r4y3r5y3r5y3r3y3r3y4r2y3r2y4r1y1r1y2r3y1r3y1r3y1r1y2r3y2r1y2r1y3r1y2r1y2r1y4r1y4r1y1r4y1r4y1r4y1r4y1r5y5r4y2r4y5r4y2r5y5r4y5r2y4r2y5r4y5
654432587,2025-04-05 23:31:00,plasmaebi,suzuki4545,92,57,suzuki4545,False,y5r3y4r3y5r3y4r4y1r4y5r4y5r3y4r4y4r4y4r4y5r4y5r2y3r2y3r1y3r2y3r2y4r3y3r2y3r2y4r3y5r1y5r1y5r1y5r1y4r1y4r2y2r2y2r2y1r4y1r5y1r4y1r1y1r3y1r1
654439025,2025-04-05 23:22:00,plasmaebi,suzuki4545,66,57,suzuki4545,False,y5r3y1r3y5r3y3r2y3r3y4r2y5r2y3r4y1r4y3r1y3r3y3r3y3r4y5r4y5r2y5r4y3r4y3r4y2r1y2r1y2r4y2r4y2r2y2r2y2r2y2r2y2r2y1r5y1r1y1r1y1r1
654436471,2025-04-05 23:15:00,plasmaebi,suzuki4545,35,57,plasmaebi,False,y1r3y5r4y3r2y4r2y1r2y3r4y5r1y5r2y4r2y4r2y3r2y4r2y4r2y3r2y3r5y1r5y1r5y3r5y2r5y2r3y2r3y2r3y4r3y2r5y2r3y2r5y1r5y1r5y1r1y2r3y3r1y4
645543637,2025-04-05 23:06:00,Tephlamy,bamthor,233,161,bamthor,False,r5y5r5y1r5y1r5y4r1y4r3y3r2y4r2y5r2y3r3y3r3y3r1y2r3y3r1y1r1y4r2y3r1y4r1y4r5y5r5y4r2y2r5y4r2y3r1y1r5y1r5y1r4y2r2y3r2y2r2y3r2y2r1y1r1y4r1y1r1y1r1y4r5y2r5y5r3y5r4y5r3y5r3y5r2y5
649278804,2025-04-05 22:33:00,MagoselvaggioHO,gonz624,433,1,MagoselvaggioHO,False,y4r3y4r5y4r3y4r3y4r5y4r3y4r5y4r5y5r3y4r3y4r5y5r5y4r5y4r5y1r1y1r4y1r4y1r4y1r4y1r2y1r4y2r2y2r1y2r2y1r1y3r5y1r5y5r4y2r5y2r4y5r4y1r2y5r4y5r4y5r2y1r2y2r4y1r1y2r2y5
654262075,2025-04-05 13:28:00,pecon_cotobukin,mid_nunu,40,100,pecon_cotobukin,False,r1y1r2y5r2y4r4y5r4y5r5y3r5y3r3y2r3y2r3y2r3y2r3y2r3y2r5y5r4y3r5y1r1y1r5y3r4y3r4y3r4y5r1y2r1y5r2y5r1y4r1y3r1y4r1y4r1y4r1y4r1y4r1y4r1y5r2y5r2y5r2y5r2y5r2y5r1
654266111,2025-04-05 13:02:00,Maga Abraxas,Zlatham,120,105,Maga Abraxas,False,y5r5y5r4y5r5y3r5y3r3y5r5y5r3y5r3y5r5y5r3y4r3y4r3y4r2y4r2y4r2y4r2y4r2y4r2y2r2y1r2y1r2y1r2y1r4y1r4y1r4y1r4y1r4y1r1y1r1y2r1y1r1y1r1y1r4y3r1y3r1y3r5y2r4y2r4y2r4y1r5y1
654264630,2025-04-05 12:56:00,Zlatham,Maga Abraxas,139,98,Maga Abraxas,False,r3y5r3y5r3y1r3y5r3y1r2y3r2y3r3y3r2y5r2y4r2y4r2y3r2y4r2y3r2y3r2y4r2y4r2y5r2y5r2y5r1y5r4y2r4y2r1y2r1y2r1y2r1y2r1y2r1y2r1y4r4y4
654254929,2025-04-05 12:53:00,Zlatham,Maga Abraxas,123,98,Maga Abraxas,False,r4y5r4y2r4y5r4y5r4y2r4y2r3y3r3y3r4y3r4y2r3y2r3y4r3y2r4y2r3y3r2y3r2y3r2y2r2y2r4y2r4y1r2y4r2y4r2y1r2y5r2y4r2y4r2y1r3y1r3y5r3y1r1y5r1y1r1y1r1y1
654253338,2025-04-05 12:47:00,Zlatham,Maga Abraxas,101,98,Maga Abraxas,False,r4y3r4y3r4y3r4y2r4y2r4y1r4y1r4y1r2y2r2y2r4y2r3y2r3y5r3y2r3y5r3y2r3y2r3y2r3y2r1y5r2y5r2y5r2y5r2y5r2y5r2y4r1y4r1y4r4y3r1y4r1y4r1y4r1y3r1y4r1y4r4y2r4y2
654250227,2025-04-05 12:43:00,Zlatham,Maga Abraxas,72,98,Zlatham,False,r4y5r3y5r3y5r4y5r5y5r3y4r4y4r4y4r4y4r5y4r3y4r3y4r3y4r4y3r2y1r4y3r4y3r2y3r5y1r5y3r2y1r2y1r2y3r2y3r2y1r2y1r2y1r1y1r2y1r2y1r1y1r1y1r1y1r1y2r1y2r1
654256375,2025-04-05 12:37:00,Zlatham,Maga Abraxas,38,98,Zlatham,False,r4y3r2y5r2y5r4y5r5y3r3y3r5y3r3y3r3y4r2y3r3y3r5y1r5y1r5y1r5y1r3y5r5y2r1y2r3y1r1y1r1y1r1y1r2y2r2y2r1y2r2y2r2y2r2y2r1y4r1
654151663,2025-04-05 06:08:00,mino24,BeaM59,183,72,mino24,False,y4r5y4r5y4r5y4r4y5r3y2r3y2r3y2r4y2r4y2r5y2r5y4r5y4r4y3r4y4r2y4r2y4r4y3r2y5r3y1r3y1r3y1r4y1r4y1r4y2r5y1r5y3r4y3r2y5r4y1r1y2r4y1r4y5r2y3r2y5r1y5r1y5r1y5r1y4r2y4r2y5r1y3r1y5r2y3
654155741,2025-04-05 06:02:00,Vergilll,yanosiia,183,100,Vergilll,False,r2y5r2y5r5y3r3y2r5y1r5y2r3y2r5y4r2y1r3y2r4y3r4y3r4y2r4y2r4y2r1y3r4y2r1y3r1y3r1y3r2y2r2y2r1y1r4y1r4y1r3y2r3y1r1y5r2y5r2y5r1y1r5y5r5y5r5y1r5y5r3
654096016,2025-04-05 04:01:00,Datsch,Goldenbogen,79,1,Goldenbogen,False,r4y3r4y3r3y5r5y5r3y1r2y3r5y2r3y2r3y3r4y1r4y3r4y1r2y1r3y3r4y2r4y2r2y4r3y2r1y2r5y4r1y4r5y1r1y2r1y2r1y4r5y5r1y1r2y2r2y4r2y5r5y5r5y4r5y1r1y5r1y5r2y2r2y4r5y2r5y1r2y4r2y1r2y1
649937331,2025-04-04 01:34:00,ngable20,SIeuth,118,155,SIeuth,False,r5y4r5y4r3y1r5y1r5y5r1y1r4y5r4y1r4y1r4y1r2y2r1y2r2y3r1y2r3y1r2y1r2y4r1y1r1y1r1y1r2y1r2y3r3y4r1y4r4y3r4y3r4y2r1y2r2y2r1y2r4y3r4y3r3y2r3y4r3y2r5y5r4y5r5y5r5y2r5y2r5y2r5y3r5y5
653560689,2025-04-04 01:03:00,uraniil,masyushu,127,1,uraniil,False,r5y5r5y2r1y1r5y1r3y5r5y1r1y4r3y4r3y3r2y3r5y5r5y2r5y3r2y2r2y4r1y3r1y1r2y4r3y2r4y1r4y3r5y3r1y1r1y1r5y1r2y4r1y3r4y2r4y2r3y1r4y4r2y2r3y2r4y5r4y5r1y4r5y5r5y5r5y4r5y5r1y5r4y4r3y4r1
650385941,2025-04-04 00:22:00,MagoselvaggioHO,dolmaur,432,138,dolmaur,False,y2r5y5r5y5r5y4r1y1r1y1r1y3r1y1r1y1r1y2r1y3r5y4r1y4r2y4r2y2r2y3r4y1r2y3r4y1r2y3r2y3r2y1r2y2r3y1r4y1r1y4r2y4r2y5r4y5r4y4r4y5r4y5r4y1r4y4r5y1r5y5r3y5r5y5r5y2r5y2r5y2r3y5r3y5r1y5r3y1r4
653559713,2025-04-04 00:16:00,EngTerter,Chipcarver,38,100,EngTerter,False,y4r1y5r5y5r5y3r5y4r5y4r4y3r4y3r4y1r4y1r1y1r3y3r3y4r4y3r2y4r4y4r5y5r3y4r4y4r4y3r4y2r1y2r1y2r1y2r1y2r1y2r1y2r3y4r3y5r2y4r2y2r3y3r3y3r5y1r5y1r5y2r5y1r5y1r5y1r5y2r5y2
647507200,2025-04-04 00:13:00,MagoselvaggioHO,hasan89,428,1,MagoselvaggioHO,False,r5y4r5y4r5y4r4y5r5y5r3y3r3y3r1y1r1y1r1y2r1y3r1y1r1y2r1y4r1y2r4y3r4y1r3y1r4y2r1y2r1y2r4y1r1y3r4y2r4y3r1y1r2y1r2y1r2y1r2y1r1y4r3y2r4y2r4y5r5y2r5y5r3y2r2y5r2y4r2y5r2y2r1y5r5y1r5y4r5
653545385,2025-04-03 23:55:00,mino24,BeaM59,170,72,mino24,False,y4r5y4r5y4r5y4r4y2r3y2r3y2r3y2r4y2r5y5r4y5r4y2r4y4r4y3r2y1r2y4r1y4r3y3r3y3r4y3r4y4r1y4r1y4r4y3r1y4r1y4r5y5r1y5r5y5r5y5r4y5r1y5r4y4r1y5r1y5r5y1r5y1r5y1r4y1r4y1r4y1r5y1r5y1r4y2r4y5r2y4r4y3r4y2r4y3r4y4
635919038,2025-04-03 21:02:00,nefta,Monkey20381,186,116,nefta,False,r5y5r5y5r5y5r3y1r5y5r5y5r5y5r4y1r4y5r4y1r4y1r4y1r4y4r4y4r4y5r1y4r3y3r1y3r3y2r3y3r1y3r1y2r3y2r1y2r1y2r1y3r1y4r2y2r1y1r2y2r2y1r2y1r1y2r1y1r2y1r1y1r1y3r1y3r1y2r2y4r1y4r1y4r2y3r5y3r5
653393646,2025-04-03 15:31:00,Bastozorus,Cabotiste,41,100,Cabotiste,False,y4r4y4r3y5r5y5r4y1r5y1r5y1r5y1r1y1r3y4r5y5r3y5r2y3r4y5r3y5r3y5r4y4r4y1r5y1r5y4r5y4r5y4r5y3r2y3r5y3r5y1r3y4r3y4r3y3r2y4r2y3r4y1r4y2r1y3r4y3r4y1r4y2r4y2r4y2r2y4r2y2r2y2r2y2r2y1r1y2r2y2r2
653390994,2025-04-03 15:25:00,Cabotiste,Bastozorus,126,1,Bastozorus,False,y5r4y5r4y3r2y3r2y2r2y5r2y4r2y2r3y5r5y4r5y5r5y5r2y3r5y3r4y3r4y3r4y3r4y1r3y1r1y4r3y5r5y4r3y5r5y5r2y4r3y2r3y2r1y4r4y2r4y1r1y5r1y4r1y5r1y1r1y2r2y2r2y2r2y2r2y2r2
653394653,2025-04-03 15:18:00,Cabotiste,Bastozorus,106,1,Cabotiste,False,r1y5r4y5r3y4r2y4r3y2r4y2r4y2r1y1r5y2r1y2r1y5r1y2r5y5r4y1r1y1r1y1r4y1r4y5r4y1r5y1r5y4r5y5r5y4r3y4r3y5r3y4r3y4r4y4r4y2r3y2r3y2r1y3r2y1r2y3r2y1r5y1r2y1r2y3r2y3r2y3r2y3r2y1r2y3r2
644987520,2025-04-03 04:54:00,izildi,Playoria,78,212,izildi,False,y2r5y2r5y5r5y4r1y4r1y4r1y5r1y4r1y5r1y1r2y3r2y1r2y3r5y1r4y4r4y5r4y3r3y5r2y3r2y3r2y2r2y4r2y2r3y4r4y5r5y1r5y1r3y2r4y1r5y4r5y5r5y5r5y2r5y2r5y5r4y2r4y2r4y5r1y5r5y5r4y1r4y1r5y5r4y5r5y5r1y1
652873553,2025-04-02 11:16:00,perpiente,Maga Abraxas,72,98,perpiente,False,r4y5r4y5r3y5r3y3r2y5r2y1r4y5r4y5r3y5r4y5r2y5r2y1r2y5r4y5r4y5r2y5r2y5r1y1r5y1r3y1r3y3r3y1r5y3r5y3r5y3r5y3r5y4r5
652877271,2025-04-02 11:11:00,perpiente,Maga Abraxas,38,98,Maga Abraxas,False,y5r4y5r4y5r2y5r4y3r3y3r4y3r4y3r4y3r2y3r4y3r3y3r3y5r1y4r2y5r3y5r3y2r3y4r1y1r1y1r1y1r5y2r1y1r5y2r5y1r5y2r5y1r5y4r5y1r1y4r1
652801363,2025-04-02 06:54:00,MonsieurLoyal,SloubiWolf,39,100,MonsieurLoyal,False,r5y5r4y1r3y1r5y5r4y5r5y1r3y3r5y3r5y3r5y3r5y5r4y5r3y5r5y4r1y4r2y2r2y2r2y2r3y2r3y3r3y2r2y2r1y2r2y2r2y3r2y4r2y3r1y4r1y4r4y5r1y3r4y5r1y1r1y1r1y1r1y4r4y4r4y1r4y1r4
652758097,2025-04-02 05:11:00,Lacoka16,NimphaMingo,124,146,Lacoka16,False,y5r3y5r3y5r3y1r4y1r1y4r4y4r4y5r3y4r4y4r4y4r4y5r4y5r4y1r5y1r4y1r5y1r5y2r5y2r5y3r2y3r2y4r3y3r5y3r2y3r2y4r3y3r2y3r5y3r5y3r3y4r1y2r3y4r1y2r3y1r1y1r3y1r2y2r2y2r2y2r1y5r1y2
652710837,2025-04-02 03:55:00,Datsch,Goldenbogen,57,1,Goldenbogen,False,r5y5r5y4r5y2r3y4r4y1r4y1r2y3r2y3r2y2r3y5r3y2r1y2r1y2r1y3r3y2r2y3r4y3r4y5r4y5r1y5r1y4r4y2r3y2r1y4r1y4r1y4r1y4r3y4r4y5r2y4r2y5r4y1r5y5r4y1r4y5r5y5r5y4r5y5r1y5r4y1r4y1r4y5r4y5r4y5r4y5r5y5r5y5r5y2
652716303,2025-04-02 03:44:00,Datsch,Goldenbogen,30,1,Datsch,False,y5r5y5r4y1r3y3r4y3r3y1r5y4r2y1r4y3r2y4r3y5r4y5r2y2r1y4r3y2r3y4r3y5r1y5r1y4r1y5r1y4r2y4r2y3r4y2r4y4r4y4r2y3r4y3r4y4r1y3r1y2r5y2r2y1r5y1r2y1r2y2r5y2r5y1r5y2
602850814,2025-04-01 21:24:00,Dèdèn972,koolgreg,426,168,koolgreg,False,r5y2r1y2r2y2r1y2r2y2r2y2r3y2r5y2r5y2r5y5r3y5r3y5r3y2r3y2r5y5r5y2r2y2r4y2r2y2r4y2r1y4r2y2r2y2r5y2r1y2r5y2r2y2r2y2r1y2r4y4r4y4r2y1r2y1r2y4r2y4r1y3r1y4r2y3r2y2r4y3r4y5r5y5r5y5r1y5r1y4r4y5r4y5r5y3r4y3r5y3r5y2r2y4
652537430,2025-04-01 20:04:00,mino24,BeaM59,155,72,BeaM59,False,r5y4r5y4r5y5r5y4r4y3r4y4r4y4r4y2r5y4r5y2r2y2r5y2r5y2r2y2r5y5r5y5r2y1r3y1r3y1r3y1r2y1r1y1r2y3r1y1r1y1r1y1r1y5r1y5r5y3r5y2r5y3r1y5r2y5r2y5r2y5r3y5r2y5r2y5r1y4r3y3r4y5r4y5r3y2r4y5r4y5r4y5r5y5r3y4r3y2
652527143,2025-04-01 19:46:00,mid_nunu,hOtah0tate,120,96,hOtah0tate,False,y5r3y5r3y4r3y5r4y4r4y2r5y3r5y3r2y2r2y4r2y2r3y4r3y1r5y3r1y3r2y5r2y2r1y5r3y3r3y4r2y1r3y5r1y1r5y1r5y2r1y2r1y2r2y4r2y1r1y4r2y1r2y4r1y1r1y2r5y2r5y2r5y2r4y1r4y4r4y1r4y5r4y4r4y4r5
652529800,2025-04-01 19:37:00,hOtah0tate,mid_nunu,96,90,mid_nunu,False,r2y3r3y3r4y3r4y4r2y2r5y2r3y3r2y3r5y3r5y2r3y2r4y4r2y5r3y4r4y4r3y2r5y1r1y2r5y4r3y2r4y2r5y4r3y1r3y1r1y5r1y5r5y5r5y1r2y5r2y5r2y5r3y4r1y5r2y4r1y4r1y4r1y4r1y4r1y4r1y4r1y4
652517997,2025-04-01 19:26:00,hOtah0tate,mid_nunu,65,90,hOtah0tate,False,y2r5y3r2y4r2y4r3y2r3y4r5y4r5y4r1y5r1y5r4y2r3y2r3y2r3y5r5y3r5y2r4y2r2y2r2y4r2y2r3y4r3y1r3y3r3y3r3y3r4y2r2y2r2y1r4y1r4y3r5y3r4y5r4y4r5y4r4y5r1y3r1y5r1y5r1y5
652512604,2025-04-01 19:19:00,mid_nunu,hOtah0tate,90,30,mid_nunu,False,y3r2y2r1y1r1y2r1y2r3y2r1y1r5y1r1y2r1y2r5y2r5y1r1y3r2y4r3y5r1y2r1y4r1y5r1y4r1y3r1y1r4y4r2y3r2y3r2y3r2y5r2y5r2y5r5y1r5y5r5y2r4y3r4y1r4y2r3y4r3y2r4y3r4y3r3y1r5y1r3y4r3y1r4y3r5y2r5y1r5y1
645351068,2025-04-01 11:37:00,WildCard62,sirbruno,157,100,WildCard62,False,r5y4r5y3r5y5r3y5r5y1r2y3r2y3r2y3r1y3r4y1r3y1r3y1r3y1r3y1r3y1r1y3r4y3r4y2r4y2r4y2r1y3r1y5r5y5r5y5r1y5r2y5r2y5r1y4r2y4r2y4r2y4r5y4r5y4r1y4r1
652296354,2025-04-01 05:50:00,NimphaMingo,Lacoka16,170,100,NimphaMingo,False,r4y5r3y5r4y5r3y1r5y1r1y4r3y4r2y3r2y3r2y3r2y3r2y3r2y3r2y4r2y4r2y4r3y4r2y4r3y4r3y4r1y2r1y4r1y4r1y4r5y1r5y1r5y1r5y1r5y1r5y4r1y2r5y2r1y5r1y5r4y5r4y5r4y5r4y5r5
652294391,2025-04-01 05:43:00,NimphaMingo,Lacoka16,154,100,NimphaMingo,False,y5r3y4r3y5r3y4r4y1r4y5r1y1r1y2r1y2r1y2r1y2r1y2r1y2r1y2r1y3r2y3r1y3r1y3r2y4r3y3r3y3r3y3r2y1r5y1r5y1r5y1r5y1r5y1r5y1r4y5r4y5r4y5r2y5r4y5r4y5
646312698,2025-04-01 00:41:00,Pieretti,soyo_okaze,115,1,soyo_okaze,False,y4r5y2r1y3r1y4r5y2r5y4r1y3r5y4r5y3r5y2r2y2r3y2r3y1r3y1r2y4r2y2r5y3r3y4r3y4r2y2r1y3r3y3r2y1r1y4r2y2r2y2r2y2r1y4r5y1r4y2r5y1r4y4r5y4r1y5r5y1r1y5r1y1r1y1r1y1r1y1r1y1r1
652143480,2025-04-01 00:26:00,francarrick,josenm94,142,1,francarrick,False,r5y4r5y4r5y4r3y4r4y5r4y5r5y5r2y3r3y4r4y4r3y1r4y1r4y2r4y2r4y2r1y1r1y1r1y1r1y5r5y2r4y2r1y2r4y2r1y2r5y4r3y5r3y5r1y3r1y1r5y2r1
647576031,2025-03-31 16:37:00,mad rid,zegoud,798,31,mad rid,False,r5y3r5y3r5y3r5y2r5y4r5y3r5y3r5y3r5y4r1y4r1y4r4y4r5y5r5y5r4y2r4y2r4y2r4y2r4y2r1y4r1y1r4y1r1y4r1y1r1y4r1y4r5y1r3y1r3y4r3y4r1y2r3y1r3y1r3y1r1y2r1y1r5
651473831,2025-03-30 15:52:00,y0000000,Aksugen,129,91,Aksugen,False,y2r5y2r5y4r5y3r5y5r2y4r4y2r3y5r3y3r4y3r4y5r5y4r3y4r4y3r1y2r1y1r1y2r1y2r1y2r1y2r2y1r2y5r5y5r2y5r2y3r2y4r1y4r4y4r4y4r2y4r2y1r4y1r2y2r3y4r3y5r3y1r2y2r2y5r3y2r3y4r3y5r1
650284196,2025-03-30 13:37:00,Dwight_McCarthy,Dirty Patronus,216,186,Dwight_McCarthy,False,r5y4r5y4r3y4r3y5r5y4r5y4r4y4r3y3r2y5r3y2r3y2r5y5r1y2r5y2r1y4r1y3r1y1r2y1r5y1r5y1r2y5r3y5r2y4r4y3r1y1r1y1r1y1r2y3r1y4r2y4r2y4r2y3r1y4r3y5r1y3r1y3r3y5r4y4r1y4r3y5r5y5r5y4r5y4r4y5r5y2r5y2r5y2r1y2r5y2r3y5r4y2r3y5r4y4r1y4r5y4r3y2r1y2r1y2r1y4r4y2r1y2r4y2r1y2r1y2r2
651230631,2025-03-30 02:34:00,BeaM59,mino24,72,139,mino24,False,r5y4r5y4r5y4r5y5r3y4r1y4r1y5r1y2r1y4r1y4r1y5r5y5r3y1r5y2r5y2r5y1r5y1r5y2r4y1r4y1r4y3r4y2r2y1r4y1r4y1r4y2r4y2r2y2r2y2r2y2r2y2r3y3r2y3r2y3r2y3r3y2r2y5r2y5r2y5r5y3r3y3
651235590,2025-03-30 02:34:00,Gimme_3_steps,Odileta,317,100,Gimme_3_steps,False,y4r5y4r5y4r5y5r4y1r3y1r3y4r1y4r2y4r3y4r3y1r4y1r4y1r4y1r4y1r4y1r4y1r4y4r2y4r2y4r2y4r2y4r1y1r1y5r1y2r1y5r1y5r2y5r2y2r2y5r1y5r5y4r5y2r1y2r1y3r1y3r1y3r1y4r1y4r1y3r1y3r5y2r5y5r5y2r5y3r5y5
651189182,2025-03-30 00:38:00,louis boubouss,Odileta,102,100,Odileta,False,r5y4r5y4r5y4r4y3r4y3r5y4r5y4r4y5r4y5r4y3r5y3r2y2r5y2r4y1r3y2r4y2r5y3r2y4r2y5r2y5r3y5r3y4r1y5r2y1r1y5r2y5r2y1r2y5r2y5r1y5r1y4r1y5r1y1r5y2r1y3r1y3r1y3r5y2r3y2
